id,title,owner_org,maintainer,Extensão geográfica,Série histórica,groups,Tipo de armazenamento,Formato do arquivo,Sistema Gerenciador de Banco de Dados,Ambiente de produção,name,notes,tags,Histórico,Procedência de dados,Periodicidade,Situação do processo,Nível de desagregação,Lacunas identificadas pela unidade produtora,Tipo(s) de representação,Escala (apenas  para representação vetorial ou matricial),Sistemas de referência / projeção cartográfica,Base cartográfica utilizada,Extensão do arquivo/formato/software,"Existe(m), nesta base de dados, informação(ões) classificada(s) em algum grau de sigilo?",Forma(s) de disponibilização,url,Endereço e procedimentos para acesso,,,,,,
346,Autorização de Obras,CET,Gerência de Obras,Município,2009,"transporte, mobilidade e trânsito",Arquivo de dados,.xls (MS EXCEL),0,Windows,Autorização de Obras,"Análise e emissão do Termo de Permissão para Ocupação de Vias - TPOV, bem como análise e aprovação de projetos de sinalização de obras (PSO )e desvios de tráfego (PDDT).",TPOV / SUBPREFEITURA / CS / CONTRATANTE / EXECUTANTE / LOCAL / FINALIDADE,"O  Termo de Permissão para Ocupação de Vias - TPOV, é um documento emitido pelo DSV/CET e previsto na legislação municipal através da Lei 13.614/03, regulamentada pelo Decreto 44.755/04, com a finalidade de ordenar a ocupação viária oriunda de execução de obras de infraestrutura urbana.",Referentes à solicitação: Informados pelo solicitante              Referentes à autorização: Vistorias.  Todos inseridos no sistema CS.,contínuo,ativo,Logradouro,Formato dos nomes dos logradouros / Tipo de obras / resposáveis pela obra,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLS,NÃO,"Mídia digital (CD, DVD, pendrive)",SERVIDOR GOB,contatar GOB,,,,,,
347,Controle de Processos,CET,Gerência de Obras,Município,2009,"transporte, mobilidade e trânsito",Banco de dados,0,ACCDB,Acces versão 2010, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
348,Relatório de Desempenho do Sistema Viário Principal - DSVP,CET,Departamento de Simulação e Pesquisa de Tráfego,Município,2000 a 2012,"transporte, mobilidade e trânsito",Arquivo de dados,.doc (MS WORD),0,Windows, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
349,Relatório de Avaliação da Operação Horário de Pico - OHP,CET,Departamento de Simulação e Pesquisa de Tráfego,Município,2002-2013,"transporte, mobilidade e trânsito",Arquivo de dados,".xls (MS EXCEL), .doc (MS WORD)",0,Windows, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
350,POT - Serviço Geral dos equipamentos das áreas,CET,Departamento de Logística e Estudos de Tráfego,Município,1998 a 2013,"transporte, mobilidade e trânsito",Arquivo de dados,".xls (MS EXCEL), .doc (MS WORD)",0,Windows, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
351,"POT Serviço - Mapa Geral das áreas pública, privada e mista",CET,Departamento de Logística e Estudos de Tráfego,Município,1998 a 2012,"transporte, mobilidade e trânsito",Arquivo de dados,".dwg (AutoCad), Corel Draw",0,Windows, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
352,POT - Serviço Geral dos equipamentos das áreas,CET,Departamento de Logística e Estudos de Tráfego,Município,1998 a 2013,"transporte, mobilidade e trânsito",Arquivo de dados,.doc (MS WORD),0,Windows, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
353,Infraestrutura Cicloviária( ao invés de Vias Cicláveis),CET,GPL,Município,2011 a 2012,"transporte, mobilidade e trânsito",Arquivo de dados,".xls (MS EXCEL), .dwg (AutoCad), Google Earth and Map info",0,Windows, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
354,Fiscalização de Obras,CET,Gerência de Obras,Município,0,"transporte, mobilidade e trânsito",Arquivo de dados,.xls (MS EXCEL),0,Windows,Fiscalização de Obras,Quantidade de locais (vias públicas) vistoriados/fiscalizados com ocupação viária por obras de infraestrutura urbana,Fiscalização de obras; vistorias de obras,"Principal atividade / produção do departamento - infromações disponíveis no sistema ""BAC""","Dados extraídos do sitema ""BAC""",mensal,ativo,Logradouro,"Quando queda no sistema ""CS"" ou problemas na rede Intranet","alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLS,NÃO,Rede local,SERVIDOR GOB,contatar GOB,,,,,,
355,Controle de Processos,CET,Gerência de Obras,Município,2009 a 2013,"transporte, mobilidade e trânsito",Arquivo de dados,Access,0,Windows,Controle de Processos,"Recebimento dos processo, na sua forma física, cadastrando-os no sistema CS e custodiando-os ou encaminhando para as áreas competentes",NÚMERO / PA / LOCAL / CONCESSIONÁRIA,"O Processo Administrativo - PA, é um documento do SISTEMA MUNCIPAL DE PROCESSOS e serve para o cidadão formalizar a sua solicitação.",PRODAM / SIMPROC,contínuo,ativo,Logradouro,Dados do interessado e inconsistência na solicitação,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,"Não se aplica, Não sei",ACCDB / access,NÃO,"Mídia digital (CD, DVD, pendrive)",SERVIDOR GOB,contatar GOB,,,,,,
457,CADCET - Customização do CAD,CET,Superintendência de Engenharia de Tráfego - SET,Município,2007,"transporte, mobilidade e trânsito",Banco de dados,0,DWF,Windows, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
458,BAC - Boletim de Atividades de Campo,CET,Gerência da Central de Operações - GCO,Município,2002,"transporte, mobilidade e trânsito",Banco de dados,0,SQL Server 2005,Windows,BAC - Boletim de Atividades de Campo,Registro de atendimentos e atividades das equipes operacionais de Campo da CET,Atividades Operacionais,Registrar as ações operacionais diarias executadas pelas equipes da CET,relatório,contínuo,ativo,Município,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não sei,MS SQL Server,NÃO,"Mídia digital (CD, DVD, pendrive)",banco de dados gestão GIN,mecanismos instituidos de acesso a Lei da imprensa,,,,,,
459,CP - Controle de Projetos antigos,CET,Superintendência de Engenharia de Sinalização - SSI,Município,1994,"transporte, mobilidade e trânsito",Banco de dados,0,SQL Server 2005,Windows, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
460,CS - Controle de Solicitações,CET,Departamento de Atendimento ao Munícipe - DAM,Município,1994,"transporte, mobilidade e trânsito",Banco de dados,0,SQL Server 2005,Windows,CS -Controle de Solicitações,"O Sistema de Controle de Solicitações tem por objetivo gerenciar e registrar as informações técnicas e administrativas referentes a qualquer tipo de solicitação recebida por qualquer área da companhia. Solicitações de munícipes ou pedidos de informação recebidos pelo Departamento de Atendimento ao Munícipe - DAM, autorização para ocupação da via pública para as GETs  são exemplos de solicitações gerenciadas pelo CS. Todo processo que envolva Solicitante-Solicitação-Análise-Analista pode ser registrado pelo sistema.","Numero Solicitação, Local Solicitação, Numero Documento Solicitante, Nome Solicitante, Representante Solicitante, Tipo de Documento, Endereço Solicitante, Cidade Solicitante, Analista de Atendimento (AAM), Analista da Solicitação (APS), Resultado da Solicitação, Parecer Municipe, Parecer Técnico.","Com a rede de computadores é possível manter os dados corporativos da empresa concentrados em um único servidor e compartilhá-los com qualquer área da companhia (DAM, GETs, Planejamento, PR, etc).",cadastro ou registro administrativo,diário,ativo,"Registro individual ou pontual (pessoa, estabelecimento, objeto, ponto etc.)","Impossibilidade de se agregar documentos anexos às solicitações (PDFs, imagens, textos). Trâmite das informações pelas áreas não é mandatório, tornando-o apenas informativo, não documental.","alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,"Autocad (DXF/DWG), Mapinfo (TAB), MS SQL Server, Microsoft.net 2010; Visual Basic 6",NÃO,Rede local,Servidores Microsoft SQL Server 2008,Contatar a Gerência de Informática,,,,,,
461,DEFIS - Autorização para deficientes físicos,CET,Departamento de Operação do Sistema Viário – Autorizações Especiais - DSV - AE,Município,2001,"transporte, mobilidade e trânsito",Banco de dados,0,Microsoft Access,Windows, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
462,DET-CURSOS Controle de Cursos e Palestras p/ Condutores,CET,Departamento de Engenharia de Tráfego - DET,Município,2004,"transporte, mobilidade e trânsito",Banco de dados,0,Microsoft Access,Windows,DET CURSOS - Controle de Cursos e Palestras para Condutores,"Este Programa  foi desenvolvido pela equipe da área de sistemas da Gerência de Informática/GIN da CET, para atender as necessidades do Departamento de Educação de Condutores com relação ao gerenciamento de informações de alunos e empresas  que participam dos cursos e palestras ministrados pela equipe de educadores do Departamento. Dessa forma, esse Programa é um banco de dados operacionalizado somente  pelos empregados do Departamento que possuem autorização e senha. Com base no cadastramento das informações, são gerados relatórios, listas de presença dos cursos e certificados.",curso - aluno - turma - empresa - certificado - aprovado -,"Desde sua criação em 2003, o programa é um  banco de dados para cadastramento e gerenciamento das informações pessoais dos alunos e cadastro das Empresas atendidas pelos cursos e palestras do Departamento.",cadastro ou registro administrativo,diário,ativo,"Registro individual ou pontual (pessoa, estabelecimento, objeto, ponto etc.)",Dificuldade em realizar pequenas alterações no Programa pela própria equipe do  Departamento. Toda e qualquer mudança é realizada remotamente pela equipe da Gerência de Informática.,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,MS Access,NÃO,Impresso,Servidor local no próprio Departamento.,"O programa é interno, portanto, o acesso é realizado somente pelos empregados autorizados do Departamento. Os alunos entram em contato pessoalmente, por telefone ou por e-mail, solicitando informações ou 2ª via de certificados",,,,,,
463,DET-ATENDE Controle de Atividades de Educação de Trânsito,CET,Companhia de Engenharia de Tráfego - CET,Município,2004,"transporte, mobilidade e trânsito",Banco de dados,0,SQL Server 2005,Windows, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
464,DOMO -Dogueiros Motorizados,CET,Departamento de Operação do Sistema Viário – Autorizações Especiais - DSV - AE,Município,2003,"transporte, mobilidade e trânsito",Banco de dados,0,SQL Server 2005,Windows, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
465,DSV Volume,CET,"Gerência de Planejamento, Logística e Estudos de Tráfego - GPL",Município,2010,"transporte, mobilidade e trânsito",Banco de dados,0,0,Windows, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
466,DSV Velocidade,CET,"Gerência de Planejamento, Logística e Estudos de Tráfego - GPL",Município,1993,"transporte, mobilidade e trânsito",Banco de dados,0,DBF,DOS, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
467,e-AIT Auto de Infração Eletrônico,CET,Superintendência de Engenharia de Tráfego - SET,Município,2012,"transporte, mobilidade e trânsito",Banco de dados,0,SQL Server 2012,Windows, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
468,BI SMEE,CET,Superintendência de Engenharia de Sinalização - SSI,Município,2013,"transporte, mobilidade e trânsito",Banco de dados,0,SQL BIDS,Windows, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
1,Controle de Processos,CGM,CORREGEDORIA,Município,desde 2013,governo e política,Arquivo de dados,.doc (MS WORD),0,Windows; Word,Controle de Processos,Informações sobre processos administrativos relacionados à apuração e correição de irregularidades da conduta dos agentes públicos municipais.,"Processo Administrativo, Correição, Conduta, Agente Público","Implementado para registro e controle dos processos administrativos no âmbito da Corregedoria desde quando a unidade passou a integrar a Controladoria Geral do Município de São Paulo (Lei nº 15.764, de 27 de maio de 2013).",cadastro ou registro administrativo,contínuo,ativo,"Registro individual ou pontual (pessoa, estabelecimento, objeto, ponto etc.)",0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,DOC," SIM (Conforme Lei Federal n. 12.527/2011 (especialmente o art. 23) www.goo.gl/Xk4co , Decreto Municipal n. 53.623/2012 www.goo.gl/O7nUHq e Decreto Municipal n. 54.779/2014 www.goo.gl/7vycsk )",Rede local,0,Acesso mediante solicitação por e-mail para controladoriageral@prefeitura.sp.gov.br,,,,,,
2,Formulário de Denúncias,CGM,GABINETE,Município,desde 2013,governo e política,Arquivo de dados,".xls (MS EXCEL), .txt",0,"windows, excel",Formulário de Denúncias,"Informações sobre denúncias relativas à defesa do patrimônio público e a questões relacionadas à corrupção no âmbito municipal, bem como o tratamento e status em relação a análise e encaminhamento realizado.","Denúncia, Defesa do Patrimônio Público, Corrupção, Recursos Públicos","Implementado, após a criação da Controladoria Geral do Município de São Paulo (Lei nº 15.764, de 27 de maio de 2013), para recebimento, registro e controle da denúncias relativas à defesa do patrimônio público e a questões relacionadas à corrupção no âmbito municipal",cadastro ou registro administrativo,contínuo,ativo,"Registro individual ou pontual (pessoa, estabelecimento, objeto, ponto etc.)",0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLS," SIM (Conforme Lei Federal n. 12.527/2011 (especialmente o art. 23) www.goo.gl/Xk4co , Decreto Municipal n. 53.623/2012 www.goo.gl/O7nUHq e Decreto Municipal n. 54.779/2014 www.goo.gl/7vycsk )",Rede local,0,Acesso mediante solicitação por e-mail para controladoriageral@prefeitura.sp.gov.br,,,,,,
3,SIDOGM,CGM,OUVIDORIA GERAL DO MUNICÍPIO,Município,desde 2004,governo e política,Banco de dados,0,SQL Server 2008,WEB,SIDOGM,Base de dados do sistema SIDOGM utilizado pela Ouvidoria Geral do Município - CGM/OGM. Contém os dados referentes às manifestações encaminhadas pelos munícipes destinadas a administração municipal.,Reclamação;  Atendimento; Denúncias; Ouvidoria; Elogio; Sugestão,"Sistema implantado em 2004, absorvendo o passivo do período de 2001 a 2003, para gerenciamento das manifestações recebidas pela Ouvidoria Geral por meio do telefone 0800-175717, atendimento presencial, fax e cartas. Revisão do SIDOGM em 2014",cadastro ou registro administrativo,contínuo,ativo,"Registro individual ou pontual (pessoa, estabelecimento, objeto, ponto etc.)",0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,MS SQL Server," SIM (Conforme Lei Federal n. 12.527/2011 (especialmente o art. 23) www.goo.gl/Xk4co , Decreto Municipal n. 53.623/2012 www.goo.gl/O7nUHq e Decreto Municipal n. 54.779/2014 www.goo.gl/7vycsk )","Mídia digital (CD, DVD, pendrive), Impresso",0,"Informação individual pelo 0800175717, informação de caráter geral/pública e-SIC.",,,,,,
4,e-Sic,CGM,OUVIDORIA GERAL DO MUNICÍPIO,Município,desde 2013,governo e política,Banco de dados,0,SQL Server 2012,web,e-Sic,Base de dados pedidos de acesso à informação utilizado pelo sistema e-Sic que possui a gestão da Divisão de Transparência Passiva.,Acesso à Informação; SIC; e-SIC; LAI,"Previsto na Lei de Acesso à informação, o Sistema Eletrônico do Serviço de Informação ao Cidadão - e-Sic foi criado para receber e fazer a gestão dos pedidos de acesso à informação. O e-Sic recebe pedidos diariamente, através da internet,  presencialmente (“módulo balcão”) e por cartas, e registra, em sua base de dados, todas as informações dos pedidos e suas respectivas respostas.",cadastro ou registro administrativo,contínuo,ativo,"Registro individual ou pontual (pessoa, estabelecimento, objeto, ponto etc.)",0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,MS SQL Server," SIM (Conforme Lei Federal n. 12.527/2011 (especialmente o art. 23) www.goo.gl/Xk4co , Decreto Municipal n. 53.623/2012 www.goo.gl/O7nUHq e Decreto Municipal n. 54.779/2014 www.goo.gl/7vycsk )",0,0,0,,,,,,
5,Controle das Despesas de Pessoal,CGM,SGAF/SUGESP,CGM,0,"economia e finanças, planejamento e cadastro, trabalho ",Arquivo de dados,.xls (MS EXCEL),0,"WINDOWS, EXCEL",Controle de Despesas de Pessoal,"Informações sobre despesas relativas ao quadro de funcionários por rubrica (ex: salário), tipo de cargo (comissionado/efetivo) e servidor","Despesas de Pessoal, Padrão de Vencimento, Gratificação, Adicional, Auxílio","Implementado, após a criação da Controladoria Geral do Município de São Paulo (Lei nº 15.764, de 27 de maio de 2013), para controlar as despesas de pessoal da secretaria",cadastro ou registro administrativo,semanal,ativo,"Registro individual ou pontual (pessoa, estabelecimento, objeto, ponto etc.)",0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLS,NÃO,Rede local,0,Acesso mediante solicitação por e-mail para controladoriageral@prefeitura.sp.gov.br,,,,,,
7,SISPATRI - Sistema de Declaração de Bens e Valores,CGM,Supervisão Geral de Administração e Finanças,Município,desde 2013,"economia e finanças, patrimônio edificado, pessoas, família e sociedade, planejamento e cadastro",Banco de dados,0,SQL Server 2012,web,SISPATRI,"""A Controladoria Geral do Município – CGM, através do Sistema de Registro de Bens dos Agentes Públicos Municipais, manterá o registro da declaração de bens e valores para a posse e exercício de mandatos, cargos, funções ou empregos nos órgãos da Administração Direta e Indireta, conforme Lei nº 8.730, de 10 de novembro de 1993 e Decreto nº 53.929, de 21 de maio de 2013
""",Bens; Declaração de Bens; Bens Patrimoniais de Agentes Públicos,"Tendo em vista atender ao Decreto Municipal nº 53.929, de 21 de maio de 2013, faz-se necessário a construção de um sistema eletrônico de registro de bens e valores que possa ser acessado pela web com total segurança. O Sistema possui funcionalidades que permitem ao servidor público atender a legislação de forma mais acessível e segura, bem como permite aos órgãos de controle e gestão de todas as entidades sob a égide Municipal controlar o preenchimento ou não da declaração bem como incluir novos agentes.",cadastro ou registro administrativo,anual,ativo,"Registro individual ou pontual (pessoa, estabelecimento, objeto, ponto etc.)",0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,MS SQL Server," SIM (Conforme Lei Federal n. 12.527/2011 (especialmente o art. 23) www.goo.gl/Xk4co , Decreto Municipal n. 53.623/2012 www.goo.gl/O7nUHq e Decreto Municipal n. 54.779/2014 www.goo.gl/7vycsk )","Mídia digital (CD, DVD, pendrive)",0,Acesso mediante solicitação por e-mail para controladoriageral@prefeitura.sp.gov.br,,,,,,
